system:index,change_class,delta_recent,delta_total,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2022,ndvi_2024,.geo
0,0,0.09420917,0.10746893,0.60701996,0.6259713,0.5928771,0.6202797,0.71448886,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0,0.2832964,0.5042187,0.2766248,0.4602613,0.523395,0.49754712,0.7808435,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0,-0.049344443,-0.061232015,0.46080843,0.5363091,0.54097056,0.44892088,0.39957643,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0,0.051250268,0.15490913,0.37903583,0.50443786,0.41062802,0.4826947,0.53394496,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0,-0.03378446,0.041780878,0.4634823,0.53641564,0.41158584,0.5390476,0.50526315,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0,-0.016411195,-0.0441138,0.85353714,0.84977657,0.82768637,0.8258346,0.8094233,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0,-0.06995248,-0.028545026,0.77460676,0.7679181,0.7973069,0.81601423,0.74606174,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0,-0.011790159,0.028376913,0.4328476,0.44873118,0.42473555,0.47301465,0.4612245,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0,-0.14649534,-0.06811792,0.3567463,0.35970464,0.24619122,0.4351237,0.28862837,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0,0.07100247,0.18626592,0.24143647,0.25104955,0.26187387,0.3566999,0.4277024,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0,0.008429943,0.16727744,0.22305505,0.44515783,0.34448162,0.38190255,0.3903325,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0,-0.08992621,0.016124828,0.7482256,0.85645604,0.85192186,0.85427666,0.7643505,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0,-0.090239115,-0.13440658,0.8231827,0.7449684,0.8024468,0.77901524,0.68877614,"{""type"":""MultiPoint"",""coordinates"":[]}"
