system:index,change_class,delta_recent,delta_total,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2022,ndvi_2024,.geo
0,0,0.023524197,0.01462974,0.7537025,0.70286477,0.603231,0.7448081,0.76833224,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0,-0.02764095,-0.030857867,0.8258652,0.7444307,0.7584665,0.8226483,0.79500735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0,-0.0010464356,0.045859873,0.55414015,0.49630794,0.4948054,0.60104644,0.6,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0,-0.03139918,-0.081313714,0.49816272,0.3990333,0.3402035,0.4482482,0.41684902,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0,0.023465473,0.080083765,0.73667425,0.7654926,0.7732435,0.7932926,0.81675804,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0,0.37277517,0.34337768,0.17089084,0.17789507,0.16056724,0.14149335,0.5142685,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0,-0.06467022,-0.095104806,0.65799254,0.60397553,0.6962852,0.627558,0.5628878,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0,0.109638095,0.051305074,0.7276694,0.67512953,0.7134846,0.6693364,0.7789745,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0,-0.0076483083,-0.011861642,0.8805051,0.8630881,0.8636221,0.87629175,0.86864346,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0,-0.016758816,0.08209345,0.5804615,0.6002617,0.5711039,0.6793138,0.6625549,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0,0.0020062493,0.022854868,0.8250758,0.8485477,0.850483,0.84592444,0.8479307,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0,-0.2144266,-0.032491334,0.4694748,0.58441556,0.6138707,0.6514101,0.43698347,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0,-0.07863851,-0.15106802,0.7874924,0.7762656,0.71333736,0.7150629,0.6364244,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0,-0.10375061,-0.08601771,0.32864225,0.42165372,0.43351576,0.34637514,0.24262454,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0,-0.10551485,-0.11648727,0.36889952,0.33802435,0.40829015,0.35792708,0.25241226,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0,0.017044984,0.024736965,0.77967185,0.79984176,0.7578237,0.7873638,0.8044088,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0,0.012317898,-0.012627864,0.84087884,0.83863807,0.8629864,0.81593305,0.82825094,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0,-0.030142061,-0.08087228,0.5595836,0.4279141,0.55645525,0.50885344,0.47871134,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0,-0.12721093,-0.29033267,0.6792353,0.6181354,0.56030756,0.5161135,0.38890257,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0,-0.02650256,0.0019228017,0.7951432,0.77067447,0.81348056,0.8235686,0.79706603,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0,0.065386295,0.0533004,0.20132974,0.24754049,0.22662918,0.18924384,0.25463012,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0,-0.016645623,0.025529832,0.82377046,0.85164917,0.77586734,0.86594594,0.8493003,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0,-0.21012142,-0.24313155,0.64253396,0.5831987,0.5360188,0.60952383,0.39940238,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0,-0.2699939,-0.25893888,0.7070193,0.7161232,0.65541685,0.7180744,0.44808045,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0,-0.08987204,-0.16802566,0.8703946,0.68998563,0.8225716,0.7922409,0.7023689,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0,0.22821255,-0.24031565,0.7399607,0.70506084,0.6738676,0.2714325,0.49964502,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0,-0.012854107,0.15079927,0.5235807,0.5977081,0.51661384,0.68723404,0.67437994,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0,0.030408654,0.08519009,0.6985225,0.76647145,0.7418769,0.75330395,0.7837126,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0,-0.23237087,-0.06649456,0.47419116,0.53442913,0.4892452,0.64006746,0.4076966,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0,-0.19053425,-0.10102883,0.3407587,0.25996724,0.45025906,0.43026415,0.23972988,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0,-0.071474046,0.017796364,0.37276864,0.3196565,0.60578614,0.46203905,0.390565,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0,0.027134124,0.08544363,0.63731587,0.7940182,0.66375893,0.69562536,0.7227595,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0,-0.035962056,-0.0053123827,0.7885748,0.7563098,0.75591713,0.8192245,0.78326243,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0,-0.104987904,-0.21928963,0.5250879,0.47214407,0.5455909,0.41078615,0.30579826,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0,-0.2588133,-0.38773403,0.7113198,0.35571766,0.32830352,0.58239913,0.3235858,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0,-0.017474052,-0.012574987,0.63278687,0.58451366,0.5635567,0.63768595,0.6202119,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0,0.055230916,0.028035503,0.744402,0.72692853,0.86015004,0.71720654,0.77243745,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0,-0.023714963,0.011018589,0.7299372,0.73490727,0.71721566,0.7646707,0.74095577,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0,-0.18730876,-0.05470811,0.28807557,0.4120494,0.26307422,0.4206762,0.23336746,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0,-0.077791065,-0.16421703,0.5032043,0.42227325,0.2892648,0.41677836,0.3389873,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0,0.0082684,-0.060495436,0.74012804,0.6857103,0.7112696,0.67136425,0.6796326,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0,0.1057107,0.1499448,0.3559886,0.3380317,0.42767447,0.4002227,0.5059334,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0,-0.0035824047,-0.027520001,0.19054241,0.27463984,0.16496073,0.16660482,0.16302241,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0,-0.08543332,-0.10644499,0.8797139,0.79527086,0.82009274,0.85870224,0.77326894,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0,-0.004512527,0.02437234,0.69904304,0.7344589,0.68526006,0.7279279,0.7234154,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0,-0.11368844,0.029427778,0.31671622,0.42305326,0.35206243,0.45983243,0.346144,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0,0.0060934494,-0.101216696,0.39674073,0.49869043,0.28726614,0.2894306,0.29552406,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0,-0.2520813,0.06909127,0.3931829,0.8,0.68665737,0.71435547,0.46227416,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0,0.10022943,0.0929205,0.5593974,0.5845128,0.742132,0.55208844,0.6523179,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0,0.056416463,-0.03165226,0.631005,0.6532557,0.51214206,0.54293627,0.5993528,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0,-0.007878136,0.0180512,0.66131806,0.5939343,0.5533691,0.6872474,0.6793693,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0,-0.009514944,-0.1740695,0.64991665,0.44234693,0.43830413,0.48536208,0.47584715,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0,-0.02888464,0.020174636,0.3514329,0.5122777,0.43057427,0.40049216,0.3716075,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0,-0.02467731,0.17637298,0.3641561,0.56987494,0.42431828,0.5652064,0.5405291,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0,-0.070937626,0.012273331,0.63229436,0.65849787,0.77898794,0.7155053,0.64456767,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0,0.032271333,-0.0062523554,0.8256255,0.80824375,0.790059,0.7871018,0.81937313,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0,-0.023472479,0.014266193,0.79589176,0.7866324,0.6963886,0.83363044,0.81015795,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0,0.005117117,0.10263524,0.7025407,0.7756184,0.74650514,0.8000588,0.8051759,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0,0.14357658,0.06971275,0.51522845,0.43051615,0.5130238,0.44136462,0.58494115,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,-0.10414529,-0.07643316,0.5987281,0.60977006,0.57971936,0.6264403,0.522295,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0,0.013214104,0.07195604,0.7788598,0.8193322,0.83436775,0.8376017,0.85081583,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0,0.11357469,0.028345114,0.10043166,0.15589353,0.10110542,0.015202076,0.12877677,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0,-0.21254455,-0.20779085,0.508976,0.4311828,0.57169163,0.5137297,0.30118513,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0,0.12420781,0.023338644,0.62883526,0.6422535,0.51078284,0.5279661,0.65217394,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0,0.077066086,0.0601338,0.6908257,0.68136275,0.706869,0.6738934,0.7509595,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0,-0.118810564,-0.11588747,0.7141046,0.6952767,0.5166999,0.7170277,0.5982171,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0,0.08230708,-0.114924446,0.73449826,0.66674656,0.53251696,0.53726673,0.6195738,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0,-0.20218566,0.013266547,0.48015365,0.5454071,0.68820786,0.6956059,0.49342018,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0,-0.012816679,0.09619777,0.60964,0.69449276,0.6932153,0.71865445,0.7058377,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0,-0.013789331,0.18921714,0.4550963,0.7441176,0.8056412,0.65810275,0.64431345,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0,0.039668825,0.035052147,0.20058738,0.20872553,0.38560587,0.1959707,0.23563953,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0,-0.10808442,-0.39951587,0.61996216,0.4242785,0.49001068,0.3285307,0.22044627,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0,-0.20143834,-0.19204377,0.8472585,0.7552182,0.7730307,0.85665303,0.6552147,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0,-0.036174502,0.0011325105,0.10729335,0.110405326,0.09604863,0.14460036,0.10842586,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0,-0.06274906,0.018408766,0.56388724,0.6325167,0.59688604,0.64504504,0.582296,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0,-0.033824373,0.014110488,0.7792297,0.8273283,0.81633395,0.8271646,0.7933402,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0,-0.21778604,-0.26209575,0.7810765,0.6870451,0.7908889,0.7367668,0.51898074,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0,-0.19437014,0.045904852,0.59582543,0.7548459,0.7819412,0.8361004,0.6417303,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0,-0.021213248,0.036640003,0.7731327,0.7754137,0.7813505,0.8309859,0.8097727,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0,-0.043653596,0.37964997,0.37333333,0.3986631,0.64065593,0.7966369,0.7529833,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0,-0.081628576,0.09723533,0.5641799,0.7661715,0.6899558,0.7430438,0.6614152,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0,0.028034233,-0.008676082,0.46869713,0.37764907,0.3094775,0.4319868,0.46002105,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0,-0.034715477,0.119609185,0.33716917,0.36115178,0.30031464,0.49149382,0.45677835,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0,-9.138723E-4,0.04376835,0.23774648,0.21781246,0.34796005,0.2824287,0.28151482,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0,-0.102519065,-0.023444626,0.65875757,0.74156415,0.8338395,0.737832,0.6353129,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0,-0.046992403,0.011342271,0.66712993,0.6878315,0.61955297,0.72546464,0.6784722,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0,-0.13031603,-0.12254346,0.73917526,0.68829757,0.43821904,0.7469478,0.6166318,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0,-0.19711633,-0.19707854,0.8469985,0.7557596,0.78359187,0.8470363,0.64992,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0,0.047632582,0.035126176,0.5773286,0.4317862,0.59372276,0.56482226,0.61245483,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0,-1.0408699E-4,0.004600174,0.8040541,0.79716915,0.7651188,0.8087583,0.80865425,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0,0.0329724,0.03698947,0.44841796,0.37669232,0.568521,0.45243502,0.4854074,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0,0.0036490916,0.030054748,0.740708,0.7325131,0.76012963,0.7671136,0.77076274,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0,0.029580666,0.045009308,0.40677026,0.38030842,0.28007963,0.4221989,0.45177957,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0,0.011665815,0.03893464,0.7918858,0.75893533,0.8189286,0.8191546,0.83082044,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0,0.18122023,0.101306036,0.56253415,0.64101106,0.53555876,0.48261994,0.6638402,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0,0.31487677,-0.13727619,0.58379745,0.54226804,0.44105482,0.13164452,0.44652128,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0,0.01044792,0.1571124,0.48024452,0.5990366,0.57865167,0.626909,0.63735694,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0,0.017506836,0.035985716,0.7977805,0.8239854,0.8519149,0.8162594,0.8337662,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0,0.011122357,0.033808343,0.28102314,0.35503826,0.29008153,0.30370915,0.3148315,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0,-0.04566182,-0.06131055,0.8404375,0.8070849,0.81377333,0.82478875,0.77912694,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0,-0.16299805,-0.31138456,0.6230475,0.60135037,0.67062396,0.47466096,0.3116629,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0,0.15436037,-0.07777587,0.5229672,0.43540668,0.28345218,0.29083094,0.44519132,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0,-0.0067867055,0.043110773,0.09087416,0.08085901,0.11419871,0.14077164,0.13398494,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0,-0.40146416,-0.35411307,0.6320475,0.4462202,0.58105403,0.6793986,0.2779344,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0,-0.045814704,-0.026090505,0.8345513,0.81550217,0.8325688,0.8542755,0.8084608,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0,-0.036674585,-0.055707086,0.7639233,0.5470136,0.6758123,0.74489075,0.7082162,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0,0.035632167,0.036157366,0.6807187,0.6580989,0.72124696,0.6812439,0.7168761,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0,-0.008404148,0.1222935,0.5665317,0.6508027,0.64877236,0.6972294,0.6888252,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0,-0.0011924984,0.02241679,0.68773633,0.6788172,0.6631695,0.7113457,0.71015316,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0,-0.05105163,-0.075171016,0.24955156,0.19795844,0.20786789,0.22543219,0.17438056,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0,-0.42588848,-0.22885855,0.49894825,0.67617375,0.80991924,0.69597816,0.27008972,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0,0.024851628,0.037145354,0.13059658,0.19636618,0.15130985,0.1428903,0.16774194,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0,0.14307739,0.05675634,0.53672755,0.48585287,0.67369384,0.4504065,0.59348387,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0,-0.010916247,0.020782249,0.14664546,0.26386556,0.13902979,0.17834395,0.1674277,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0,-0.062574945,-0.107165664,0.8912708,0.7596777,0.8115075,0.8466801,0.7841051,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0,-0.2113283,0.038866334,0.3904815,0.50554675,0.58264035,0.64067614,0.4293478,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0,-0.07247389,0.21501575,0.3651935,0.68347305,0.7347743,0.65268314,0.58020926,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0,-0.097537406,-0.09266688,0.22901633,0.5192619,0.66998655,0.23388685,0.13634945,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0,0.093275025,0.07663931,0.6065658,0.5134993,0.63892144,0.58993006,0.68320507,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0,0.078814626,0.027526226,0.8122001,0.7991346,0.79662734,0.76091176,0.8397264,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0,0.0066514597,0.024619116,0.82940775,0.82612056,0.80574757,0.8473754,0.85402685,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0,-0.057138268,-0.003199153,0.41449943,0.26882195,0.3070972,0.46843854,0.41130027,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0,-0.0979341,-0.011961012,0.62512463,0.7437964,0.65435076,0.7110977,0.6131636,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0,-0.11536309,-0.03677686,0.7359527,0.80444205,0.8261872,0.8145389,0.69917583,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0,0.0015952544,0.015479203,0.83746195,0.8457416,0.8540724,0.8513459,0.85294116,"{""type"":""MultiPoint"",""coordinates"":[]}"
